#chr	start	end	gene	GM12878	HeLaS3	HMEC	HUVEC	IMR90	K562	NHEK
chr1	214778813	214782183	ENSG00000250536	0.0	0.13	0.27	0.0	0.09	0.0	0.03
chr4	156127681	156130179	ENSG00000250538	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	122736616	122738038	ENSG00000250539	0.67	6.05	0.91	0.44	0.63	0.02	0.68
chr4	144418565	144419279	ENSG00000250540	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	25771888	25775199	ENSG00000250541	0.0	0.0	0.0	0.12	0.0	0.0	0.0
chr3	139407245	139408184	ENSG00000250543	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	86042635	86045589	ENSG00000250544	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	84717589	85214565	ENSG00000250546	0.0	0.0	0.0	0.0	0.0	0.21	0.0
chr4	164186727	164187735	ENSG00000250547	0.0	0.12	0.0	0.05	0.0	0.0	0.0
chr14	62023031	62037371	ENSG00000250548	0.02	0.83	0.02	0.0	0.03	0.01	0.16
chr4	74713583	74714546	ENSG00000250550	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	95385819	95551223	ENSG00000250551	0.0	0.18	0.02	0.08	0.0	0.0	0.22
chr5	87988468	87988676	ENSG00000250555	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	112989166	112989682	ENSG00000250556	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	76120077	76120289	ENSG00000250560	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	6919258	6920257	ENSG00000250561	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	98243905	98244118	ENSG00000250562	67.07	0.0	0.0	0.0	0.0	0.0	0.0
chr8	127084831	127086475	ENSG00000250563	0.0	0.0	0.0	0.0	0.0	0.61	0.0
chr5	133764742	133796306	ENSG00000250564	0.09	0.0	0.0	0.0	0.03	0.03	0.02
chr2	46717889	46769696	ENSG00000250565	2.17	8.22	4.98	2.16	3.39	2.63	4.42
chr4	69375159	69383365	ENSG00000250566	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	102744642	102748212	ENSG00000250567	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	39974748	39975062	ENSG00000250568	1.95	0.0	0.0	0.21	0.0	0.7	0.25
chr8	87493983	87495231	ENSG00000250569	0.18	0.13	0.08	0.27	0.15	0.02	0.3
chr8	144349603	144359101	ENSG00000250571	0.86	2.07	7.27	1.73	11.64	0.17	3.21
chr4	88183083	88187974	ENSG00000250572	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	10261069	10261762	ENSG00000250573	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	75806265	75806591	ENSG00000250574	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	326096	328112	ENSG00000250575	0.22	1.15	0.0	0.0	0.52	0.07	0.02
chr5	10775170	10777174	ENSG00000250576	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	139845084	139845386	ENSG00000250577	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	5132893	5140167	ENSG00000250579	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	129918551	129918761	ENSG00000250580	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	146418225	146424123	ENSG00000250582	0.1	0.0	0.0	0.05	0.0	0.0	0.0
chr5	33519721	33522335	ENSG00000250583	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	1363697	1380182	ENSG00000250584	0.0	0.0	0.0	0.0	0.0	0.01	0.0
chr5	40260759	40267759	ENSG00000250585	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	30248457	30249000	ENSG00000250587	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	188454032	188593795	ENSG00000250590	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	142468264	142471794	ENSG00000250591	0.06	0.0	0.0	0.0	0.0	0.79	0.0
chr3	130618258	130648820	ENSG00000250592	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	111186021	111186173	ENSG00000250594	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	175444852	175461495	ENSG00000250596	0.0	0.0	0.0	0.0	0.0	0.04	0.0
chr4	34659228	34671054	ENSG00000250597	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	10441402	10441904	ENSG00000250600	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	125769197	125826063	ENSG00000250602	0.18	0.0	0.0	0.0	0.0	0.07	0.0
chr5	127174178	127193496	ENSG00000250603	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	159120257	159121594	ENSG00000250604	0.0	0.0	0.0	0.0	0.0	1.22	0.0
chr3	131043936	131100319	ENSG00000250608	0.0	0.0	0.0	0.02	0.0	0.51	0.0
chr4	155444639	155445959	ENSG00000250609	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	20039183	20039595	ENSG00000250611	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	70212327	70223895	ENSG00000250612	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	10412620	10413268	ENSG00000250613	0.0	0.0	0.0	0.0	0.0	0.09	0.11
chr7	76103904	76108173	ENSG00000250614	0.0	0.0	0.0	0.0	0.0	0.02	0.0
chr5	76369706	76370345	ENSG00000250615	0.0	1.52	0.0	0.23	0.0	0.0	0.0
chr16	30107751	30115437	ENSG00000250616	0.39	0.14	0.08	0.0	0.15	0.33	0.04
chr7	57877702	57877903	ENSG00000250618	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	9001886	9046052	ENSG00000250619	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	188334718	188336851	ENSG00000250620	0.0	0.0	0.0	0.0	0.0	0.07	0.0
chr4	157893783	157894108	ENSG00000250622	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	2141400	2142785	ENSG00000250623	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	30886065	30886804	ENSG00000250624	0.0	0.0	0.0	0.14	0.0	0.0	0.0
chrX	141282138	141283276	ENSG00000250625	0.0	0.0	0.0	0.0	0.0	0.01	0.0
chr4	189698833	189717787	ENSG00000250626	0.05	0.0	0.0	0.0	0.0	0.0	0.0
chr4	117115153	117115907	ENSG00000250627	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	38783682	38792856	ENSG00000250629	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	106619701	106619928	ENSG00000250630	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	3675320	3679582	ENSG00000250632	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	13656803	13978699	ENSG00000250634	0.0	0.1	0.0	0.0	0.01	0.0	0.02
chr5	139028584	139029313	ENSG00000250635	0.37	0.0	0.0	0.0	0.0	0.0	0.0
chr4	183949754	183950873	ENSG00000250636	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8	43298045	43308055	ENSG00000250637	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	15009217	15010240	ENSG00000250640	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr6	31674681	31685695	ENSG00000250641	0.0	0.0	0.0	0.0	0.0	0.23	0.02
chr4	69148179	69151677	ENSG00000250642	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	129672948	129688137	ENSG00000250643	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1768897	1780281	ENSG00000250644	0.06	5.23	5.71	2.15	0.6	0.0	0.18
chr5	418818	419224	ENSG00000250645	0.41	0.0	0.0	0.0	0.3	0.0	0.08
chr4	55919227	55958701	ENSG00000250646	0.0	0.0	0.0	3.25	0.0	0.0	0.0
chr5	116355244	116355375	ENSG00000250650	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	103817882	103819394	ENSG00000250651	0.14	0.0	0.0	0.0	0.0	0.0	0.0
chr12	54470622	54475687	ENSG00000250654	1.12	0.0	0.0	0.0	0.03	0.05	0.0
chr4	97133430	97134251	ENSG00000250655	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	68582093	68583106	ENSG00000250656	0.0	0.0	0.0	0.1	0.0	0.13	0.0
chr4	43342892	43347617	ENSG00000250657	0.0	0.0	0.91	0.0	2.49	0.0	0.25
chr4	188225237	188230836	ENSG00000250658	0.0	0.0	0.01	0.07	0.0	0.02	0.0
chr11	62304784	62309490	ENSG00000250659	0.15	0.0	0.0	0.0	0.0	0.0	0.0
chr5	14877776	14878028	ENSG00000250662	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	137047064	137060029	ENSG00000250665	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	190802670	190806023	ENSG00000250666	0.0	0.0	0.0	0.0	0.0	0.13	0.0
chr5	17495767	17495935	ENSG00000250667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	7347099	7348090	ENSG00000250668	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	66985861	66986265	ENSG00000250669	0.0	0.0	0.0	0.0	0.0	0.48	0.0
chr4	105478117	105490034	ENSG00000250670	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	33090232	33090455	ENSG00000250672	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	147145709	147150208	ENSG00000250673	0.17	0.0	0.0	0.0	0.0	0.0	0.0
chr5	178882416	178883096	ENSG00000250674	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	84158456	84158597	ENSG00000250677	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	118345755	118346237	ENSG00000250678	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	3634756	3635702	ENSG00000250681	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	101944860	102007263	ENSG00000250682	0.0	0.0	0.0	0.0	0.0	2.0	0.0
chr8	103700545	103701134	ENSG00000250684	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr16	84226164	84230659	ENSG00000250685	0.02	0.0	0.59	0.0	0.0	0.0	0.35
chr6	62340138	62390954	ENSG00000250686	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	69758071	69775042	ENSG00000250687	0.06	0.34	0.02	0.32	0.08	0.02	0.0
chr14	22950686	22950742	ENSG00000250688	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	139227875	139235974	ENSG00000250692	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	116549968	116550863	ENSG00000250693	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	24352418	24353552	ENSG00000250694	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	70047818	70082484	ENSG00000250696	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	32925745	33298016	ENSG00000250697	0.0	0.35	0.4	0.0	0.45	0.09	0.12
chr4	141049169	141055719	ENSG00000250698	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	117187078	117198754	ENSG00000250699	0.65	0.0	0.0	0.0	0.0	0.0	0.0
chr5	26670443	26670590	ENSG00000250703	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	150877360	150879724	ENSG00000250704	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	87898598	87898935	ENSG00000250705	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	153067537	153099725	ENSG00000250706	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	174818403	174850676	ENSG00000250708	0.0	0.0	0.0	0.0	0.0	0.04	0.0
chr13	36742931	36871979	ENSG00000250709	0.0	0.0	0.01	0.02	0.02	0.02	0.0
chr4	4158249	4159170	ENSG00000250710	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	42972726	42973194	ENSG00000250711	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	165931611	165933003	ENSG00000250712	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8	23082746	23088428	ENSG00000250714	1.21	0.62	0.01	0.08	0.0	2.49	0.0
chr5	17670277	17670680	ENSG00000250715	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	3496343	3504118	ENSG00000250716	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	46641158	46642150	ENSG00000250719	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	124601221	124601344	ENSG00000250721	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	42799982	42887494	ENSG00000250722	0.33	1.14	0.41	0.2	0.35	3.69	5.94
chr4	33852213	33981558	ENSG00000250723	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	166585502	166586823	ENSG00000250725	0.0	0.0	0.0	0.2	0.0	0.0	0.0
chr4	184993556	184994192	ENSG00000250726	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8	125154129	125155753	ENSG00000250727	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	110490942	110491850	ENSG00000250728	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	6289970	6290737	ENSG00000250730	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr19	53982604	53983345	ENSG00000250731	0.53	0.34	0.13	0.2	0.07	1.2	0.06
chr5	64546954	64547611	ENSG00000250732	0.09	0.0	0.0	0.0	0.0	0.0	0.06
chr8	140943416	140946190	ENSG00000250733	0.0	0.04	0.0	0.0	0.0	0.0	0.0
chr1	151584514	151585839	ENSG00000250734	0.18	0.0	0.0	0.0	0.0	0.0	0.0
chr4	76326405	76348233	ENSG00000250735	0.0	0.0	0.0	0.0	0.0	0.44	0.0
chr4	190580759	190582640	ENSG00000250739	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	106848217	106853879	ENSG00000250740	0.36	0.0	0.0	0.0	0.0	0.0	0.0
chr2	18736811	18770830	ENSG00000250741	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr12	54519882	54526627	ENSG00000250742	0.04	0.17	7.66	0.66	0.01	0.0	2.93
chr4	9259850	9261442	ENSG00000250745	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	165109463	165111519	ENSG00000250746	0.11	0.5	0.0	1.37	0.01	0.03	0.04
chr5	72448243	72448765	ENSG00000250747	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr12	65860600	66036152	ENSG00000250748	0.0	0.32	0.08	0.14	0.07	0.65	0.14
chr5	179961184	179961642	ENSG00000250749	0.0	0.29	0.0	0.0	0.0	0.0	0.0
chr3	97772218	97772583	ENSG00000250750	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr17	47785696	47797422	ENSG00000250751	0.06	0.0	0.0	0.0	0.0	0.0	0.0
chr8	6756400	6756990	ENSG00000250752	0.0	0.0	0.0	0.09	0.0	0.0	0.0
chr4	49581850	49582206	ENSG00000250753	0.1	0.0	0.0	0.0	0.0	1.68	0.0
chr4	185973050	186028402	ENSG00000250754	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	32827946	32828054	ENSG00000250756	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	7707915	7749879	ENSG00000250761	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	167789136	167789486	ENSG00000250762	0.0	0.0	0.0	0.25	0.0	0.0	0.0
chr5	32103551	32122047	ENSG00000250764	0.14	0.88	0.07	0.0	0.36	0.17	0.11
chr5	180756242	180769214	ENSG00000250765	0.0	0.0	0.09	0.0	0.03	0.07	0.0
chr5	33997149	33997829	ENSG00000250767	0.0	0.0	0.04	0.0	0.16	0.03	0.15
chr4	65296627	65298933	ENSG00000250768	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	49509781	49510823	ENSG00000250769	0.04	0.0	0.0	0.0	0.0	0.09	0.0
chr12	3405368	3409390	ENSG00000250770	0.08	0.0	0.04	0.0	0.18	0.0	0.0
chr4	154561320	154602332	ENSG00000250771	0.0	0.0	0.02	0.0	0.0	0.03	0.0
chr4	120720244	120725670	ENSG00000250772	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	64334419	64359996	ENSG00000250775	1.31	0.0	0.0	0.0	0.0	0.0	0.0
chr4	138611631	138656131	ENSG00000250777	0.0	0.0	0.0	0.0	0.0	0.04	0.0
chr7	76150928	76151391	ENSG00000250778	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	42283847	42393285	ENSG00000250781	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	17634569	17635162	ENSG00000250782	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	9546312	9550721	ENSG00000250786	0.03	0.0	4.39	0.0	9.61	0.0	1.66
chr5	55677608	55677902	ENSG00000250787	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr12	34317708	34319889	ENSG00000250788	0.0	0.0	0.0	0.0	0.0	0.01	0.0
chr12	133488056	133489173	ENSG00000250790	0.0	0.0	0.06	0.0	0.07	0.0	0.07
chr4	117410520	117436302	ENSG00000250791	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8	12278541	12282509	ENSG00000250794	0.08	0.0	0.0	0.0	0.0	0.0	0.0
chr3	128588467	128588869	ENSG00000250796	0.0	0.0	0.0	0.19	0.0	0.09	0.0
chr19	36290890	36304201	ENSG00000250799	0.0	0.0	0.0	0.17	0.0	0.0	0.0
chr5	175399614	175412859	ENSG00000250801	0.1	0.0	0.0	0.0	0.0	0.0	0.0
chr5	76382565	76462734	ENSG00000250802	0.92	1.98	0.0	0.37	0.14	0.0	0.0
chr5	121493063	121518353	ENSG00000250803	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	8983162	8984086	ENSG00000250804	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	99989816	99993674	ENSG00000250806	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	5396085	5396448	ENSG00000250808	0.0	0.0	0.0	0.0	0.0	0.0	0.24
chr4	56085511	56086140	ENSG00000250812	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	138222155	138222341	ENSG00000250813	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	9854489	9890049	ENSG00000250814	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	54793666	54794305	ENSG00000250815	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	17202383	17203254	ENSG00000250816	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	17173380	17187682	ENSG00000250819	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	175333942	175385541	ENSG00000250820	0.0	0.0	0.03	0.0	0.04	0.0	0.1
chr4	56686169	56703548	ENSG00000250821	0.0	0.0	0.0	0.0	0.0	1.8	0.0
chr5	17379015	17387419	ENSG00000250822	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr15	96984796	96985543	ENSG00000250825	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	83049688	83050809	ENSG00000250826	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	51875389	51876940	ENSG00000250827	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	70303075	70306768	ENSG00000250828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	187812123	187813520	ENSG00000250829	0.0	0.26	0.04	0.0	0.06	0.58	0.06
chr5	97738246	97738436	ENSG00000250830	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	88762354	88765856	ENSG00000250831	0.17	0.0	0.0	0.0	0.0	0.0	0.0
chr10	30642635	30646294	ENSG00000250833	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	136292332	136293079	ENSG00000250834	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	143238391	143238699	ENSG00000250835	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr17	47072628	47074854	ENSG00000250838	0.0	0.0	0.0	0.0	0.35	10.83	0.0
chr4	179990591	179990748	ENSG00000250839	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	144717495	144761233	ENSG00000250842	0.0	0.24	0.0	0.0	0.0	0.0	0.0
chr4	9250356	9251948	ENSG00000250844	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	66535679	66563747	ENSG00000250846	0.0	0.0	0.0	0.58	0.18	0.0	0.0
chr5	120531675	120531905	ENSG00000250847	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	288948	290436	ENSG00000250848	0.49	0.4	0.04	0.09	0.0	0.01	0.06
chr9	37002694	37008037	ENSG00000250850	0.28	0.0	0.0	0.0	0.0	0.0	0.0
chr5	54825984	54826529	ENSG00000250853	0.06	0.0	0.11	0.0	0.0	0.0	0.05
chr4	112723957	112761042	ENSG00000250855	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8	47703687	47704686	ENSG00000250857	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	27586767	27587766	ENSG00000250858	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	126847156	126848534	ENSG00000250859	0.04	1.06	0.05	3.87	0.01	0.06	0.07
chr5	42466995	42468402	ENSG00000250860	0.0	0.0	0.0	0.0	0.01	0.0	0.0
chr5	123556272	123556770	ENSG00000250862	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	43982023	43983637	ENSG00000250863	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	136713539	136727059	ENSG00000250865	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	5142251	5176327	ENSG00000250866	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8	68045789	68048146	ENSG00000250869	0.05	0.05	0.0	0.02	0.0	0.0	0.0
chr5	84959050	84960502	ENSG00000250874	0.0	0.56	0.0	0.0	0.0	0.35	0.0
chr4	73188745	73196468	ENSG00000250877	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr13	103532449	103548383	ENSG00000250878	0.06	0.0	0.03	0.0	0.01	0.01	0.06
chr5	111509267	111511245	ENSG00000250882	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	9485365	9486349	ENSG00000250884	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	32646670	32652082	ENSG00000250885	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	35081325	35082094	ENSG00000250886	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	165928238	165929111	ENSG00000250887	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	79232402	79263449	ENSG00000250888	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	94391588	94391744	ENSG00000250890	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	117803851	117897812	ENSG00000250891	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	195198	198798	ENSG00000250892	0.3	0.0	0.0	0.11	0.0	0.11	0.0
chr4	40428136	40429602	ENSG00000250893	0.87	0.0	0.0	0.0	0.0	0.0	0.0
chr1	13012966	13015755	ENSG00000250894	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	118988218	118988695	ENSG00000250895	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	11373599	11374516	ENSG00000250896	0.92	1.06	1.76	0.81	2.13	0.3	0.5
chr4	95117091	95117664	ENSG00000250897	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr12	3150603	3154116	ENSG00000250899	0.0	1.58	0.95	1.78	1.34	0.06	0.36
chr5	180622496	180630103	ENSG00000250900	0.05	0.43	0.03	0.0	0.0	0.16	0.03
chr4	146435767	146438270	ENSG00000250902	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr6	2245982	2482256	ENSG00000250903	4.16	2.31	1.44	2.19	3.14	1.11	0.61
chr4	150587209	150632301	ENSG00000250905	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	40814796	40828168	ENSG00000250906	0.0	0.0	0.0	0.79	0.0	0.0	0.0
chr4	94239774	94240937	ENSG00000250908	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	175774944	175780587	ENSG00000250909	0.0	0.0	0.0	0.11	0.0	0.12	0.0
chr4	156197841	156302498	ENSG00000250910	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	9274090	9274640	ENSG00000250913	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	33970968	33972733	ENSG00000250914	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	8747123	8747759	ENSG00000250915	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr20	32822646	32868979	ENSG00000250917	0.0	2.27	0.0	0.12	0.0	0.31	0.03
chr4	69893549	69910296	ENSG00000250919	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	104472084	104480284	ENSG00000250920	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	4135795	4143761	ENSG00000250921	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	106453632	106453787	ENSG00000250922	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	57832889	57833087	ENSG00000250923	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	28824866	28825833	ENSG00000250927	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	118347166	118347751	ENSG00000250928	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8	104133260	104145194	ENSG00000250929	0.11	0.0	0.0	0.0	0.05	0.0	0.0
chr4	54362567	54415745	ENSG00000250930	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr18	3977649	3978615	ENSG00000250933	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	125985639	126010122	ENSG00000250934	0.0	0.0	0.36	0.45	0.0	0.0	0.09
chr4	120988113	121337921	ENSG00000250938	0.09	0.0	0.03	0.2	0.0	0.03	0.02
chr3	12892158	12892359	ENSG00000250939	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	4088365	4088541	ENSG00000250940	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	9678932	9679558	ENSG00000250942	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	127964585	127998917	ENSG00000250945	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	89553250	89560090	ENSG00000250946	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	135639445	135651788	ENSG00000250947	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr17	47452742	47457456	ENSG00000250948	0.35	0.0	0.0	1.12	0.0	0.0	0.12
chr5	116366896	116374265	ENSG00000250949	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	120377505	120378432	ENSG00000250950	1.07	0.0	0.0	0.1	0.04	0.2	0.59
chr4	33777969	34041515	ENSG00000250954	0.0	0.0	0.0	0.0	0.0	0.37	0.0
chr5	95300703	95322015	ENSG00000250955	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	126515448	126515592	ENSG00000250956	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	175056206	175075788	ENSG00000250957	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	101917072	101953293	ENSG00000250958	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr10	75490320	75497069	ENSG00000250959	1.34	1.08	0.12	1.27	1.16	0.23	0.29
chr5	56690887	56829251	ENSG00000250961	0.0	0.0	0.0	0.23	0.0	0.0	0.0
chr8	89497339	89498323	ENSG00000250962	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	113486144	113486554	ENSG00000250966	1.04	0.0	0.0	0.14	0.0	0.0	0.0
chr4	171663620	171664869	ENSG00000250968	0.0	0.0	0.0	0.0	0.0	0.03	0.0
chr4	144207446	144251011	ENSG00000250969	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	187981253	187982084	ENSG00000250971	0.0	0.0	0.0	0.0	0.0	0.0	0.0
